id,invoice_id,amount,date,method
PAY-01186,INV-01186,6147.41,2025-01-25,ACH
PAY-01188,INV-01188,1238.0,2026-01-15,wire
PAY-01190,INV-01190,4505.77,2025-03-14,wire
PAY-01191,INV-01191,4536.57,2025-04-27,ACH
PAY-01192,INV-01192,6744.71,2024-12-09,ACH
PAY-01193,INV-01193,1463.69,2025-09-30,check
PAY-01194,INV-01194,1124.41,2025-07-13,credit_card
PAY-01195,INV-01195,1029.19,2025-11-04,wire
PAY-01196,INV-01196,36404.31,2025-05-11,check
PAY-01198,INV-01198,7308.58,2025-08-31,wire
PAY-01200,INV-01200,4448.57,2025-11-19,check
PAY-01201,INV-01201,3116.75,2025-06-26,ACH
PAY-01203,INV-01203,4942.33,2025-06-15,ACH
PAY-01204,INV-01204,2505.27,2025-02-20,wire
PAY-01205,INV-01205,5065.27,2025-03-04,credit_card
PAY-01206,INV-01206,72059.47,2025-10-23,check
PAY-01207,INV-01207,31970.24,2025-08-22,ACH
PAY-01209,INV-01209,7057.65,2025-01-05,wire
PAY-01210,INV-01210,119795.44,2025-04-17,wire
PAY-01211,INV-01211,31107.1,2024-12-31,credit_card
PAY-01213,INV-01213,1063.42,2025-11-25,wire
PAY-01214,INV-01214,16828.55,2026-01-03,check
PAY-01215,INV-01215,2743.83,2025-10-04,ACH
PAY-01216,INV-01216,23043.52,2025-09-13,wire
PAY-01218,INV-01218,3158.99,2025-07-31,ACH
PAY-01220,INV-01220,15474.97,2025-08-22,check
PAY-01221,INV-01221,5422.1,2025-07-05,check
PAY-01222,INV-01222,1921.75,2026-01-01,credit_card
PAY-01223,INV-01223,5496.54,2025-12-15,wire
PAY-01224,INV-01224,5613.02,2025-01-01,check
PAY-01225,INV-01225,5944.96,2025-10-30,ACH
PAY-01227,INV-01227,7823.29,2025-08-24,check
PAY-01228,INV-01228,1643.72,2025-04-04,check
PAY-01229,INV-01229,2355.16,2025-02-23,credit_card
PAY-01230,INV-01230,11341.59,2025-04-23,credit_card
PAY-01231,INV-01231,2887.39,2026-01-15,check
PAY-01232,INV-01232,4437.28,2025-09-21,wire
PAY-01233,INV-01233,84387.32,2025-08-10,wire
PAY-01235,INV-01235,2639.88,2025-10-29,wire
PAY-01236,INV-01236,31152.86,2025-10-24,check
PAY-01238,INV-01238,7153.95,2026-01-01,ACH
PAY-01239,INV-01239,29663.1,2025-11-27,credit_card
PAY-01240,INV-01240,30226.93,2025-06-26,credit_card
PAY-01241,INV-01241,31577.43,2024-12-29,credit_card
PAY-01243,INV-01243,116748.69,2025-06-03,wire
PAY-01244,INV-01244,22972.07,2024-12-27,credit_card
PAY-01245,INV-01245,59024.69,2025-02-10,credit_card
PAY-01246,INV-01246,37501.96,2024-12-06,credit_card
PAY-01247,INV-01247,6893.56,2025-09-25,credit_card
PAY-01249,INV-01249,7050.37,2025-10-19,ACH
PAY-01250,INV-01250,5038.7,2025-04-07,credit_card
PAY-01251,INV-01251,30272.79,2025-10-31,check
PAY-01252,INV-01252,5978.58,2025-11-05,ACH
PAY-01253,INV-01253,5919.52,2026-01-05,credit_card
PAY-01254,INV-01254,3816.39,2024-12-23,credit_card
PAY-01255,INV-01255,20611.96,2025-12-12,wire
PAY-01256,INV-01256,6616.98,2025-11-12,check
PAY-01257,INV-01257,14871.55,2025-04-18,ACH
PAY-01259,INV-01259,5932.3,2025-12-31,wire
PAY-01260,INV-01260,601.64,2025-02-24,ACH
PAY-01261,INV-01261,25987.3,2025-04-20,check
PAY-01262,INV-01262,9873.05,2025-11-19,check
PAY-01263,INV-01263,21761.79,2025-09-25,ACH
PAY-01265,INV-01265,5042.36,2025-12-22,wire
PAY-01266,INV-01266,7131.68,2025-03-04,ACH
PAY-01267,INV-01267,1263.02,2025-11-12,check
PAY-01269,INV-01269,38136.55,2025-05-13,wire
PAY-01271,INV-01271,516.34,2025-01-19,wire
PAY-01272,INV-01272,1004.85,2025-03-28,wire
PAY-01274,INV-01274,100214.09,2026-01-15,wire
PAY-01275,INV-01275,4503.28,2025-05-15,wire
PAY-01276,INV-01276,89349.9,2025-05-25,ACH
PAY-01277,INV-01277,4687.81,2025-08-27,check
PAY-01278,INV-01278,3952.91,2025-09-22,check
PAY-01279,INV-01279,12375.81,2025-11-13,ACH
PAY-01280,INV-01280,38771.96,2025-03-20,credit_card
PAY-01281,INV-01281,103743.72,2025-07-16,ACH
PAY-01282,INV-01282,6602.83,2024-12-22,credit_card
PAY-01283,INV-01283,7615.74,2025-02-24,ACH
PAY-01284,INV-01284,950.01,2025-12-13,ACH
PAY-01286,INV-01286,4264.04,2025-05-19,ACH
PAY-01287,INV-01287,18214.61,2025-07-23,wire
PAY-01288,INV-01288,104171.3,2025-05-11,wire
PAY-01289,INV-01289,3353.53,2024-12-23,ACH
PAY-01290,INV-01290,6340.98,2025-04-18,ACH
PAY-01292,INV-01292,2518.76,2025-10-21,credit_card
PAY-01294,INV-01294,22507.56,2025-08-14,wire
PAY-01295,INV-01295,28614.02,2025-08-28,credit_card
PAY-01296,INV-01296,4897.69,2025-06-26,ACH
PAY-01298,INV-01298,30149.41,2025-02-12,check
PAY-01299,INV-01299,16949.54,2025-06-13,credit_card
PAY-01300,INV-01300,2066.15,2025-10-15,ACH
PAY-01302,INV-01302,3911.06,2026-01-10,ACH
PAY-01304,INV-01304,7787.6,2025-12-25,wire
PAY-01305,INV-01305,5147.63,2024-12-03,wire
PAY-01306,INV-01306,19461.8,2025-03-17,check
PAY-01308,INV-01308,3494.6,2025-05-12,wire
PAY-01309,INV-01309,21305.72,2025-10-03,credit_card
PAY-01310,INV-01310,20159.0,2025-02-01,wire
PAY-01311,INV-01311,29580.18,2025-12-29,wire
PAY-01312,INV-01312,4761.55,2025-09-09,ACH
PAY-01313,INV-01313,3725.82,2025-05-05,wire
PAY-01314,INV-01314,1563.03,2026-01-04,check
PAY-01315,INV-01315,61972.19,2024-12-30,check
PAY-01316,INV-01316,7725.24,2025-09-06,check
PAY-01317,INV-01317,4516.3,2025-06-23,credit_card
PAY-01318,INV-01318,32407.53,2025-05-18,credit_card
PAY-01319,INV-01319,28242.2,2025-09-25,ACH
PAY-01320,INV-01320,4245.84,2025-12-01,credit_card
PAY-01321,INV-01321,5917.15,2025-06-08,credit_card
PAY-01322,INV-01322,773.64,2025-12-30,credit_card
PAY-01323,INV-01323,18214.48,2025-04-28,ACH
PAY-01325,INV-01325,4243.48,2025-02-28,wire
PAY-01327,INV-01327,4961.69,2025-05-07,wire
PAY-01328,INV-01328,26713.18,2025-03-07,check
PAY-01329,INV-01329,5372.18,2025-12-31,check
PAY-01330,INV-01330,3830.78,2025-03-27,wire
PAY-01331,INV-01331,12800.78,2025-11-22,ACH
PAY-01332,INV-01332,7309.95,2025-07-23,wire
PAY-01333,INV-01333,12837.78,2025-01-27,check
PAY-01334,INV-01334,13454.41,2025-04-05,ACH
PAY-01335,INV-01335,3308.04,2025-01-29,check
PAY-01336,INV-01336,4668.05,2025-10-15,wire
PAY-01337,INV-01337,7489.55,2024-12-31,wire
PAY-01339,INV-01339,6216.29,2025-01-07,ACH
PAY-01340,INV-01340,5403.83,2025-07-21,credit_card
PAY-01342,INV-01342,2297.91,2025-11-19,credit_card
PAY-01343,INV-01343,98002.9,2025-03-31,check
PAY-01344,INV-01344,7885.98,2025-03-30,check
PAY-01345,INV-01345,1563.77,2025-12-23,check
PAY-01346,INV-01346,8523.51,2025-10-04,wire
PAY-01347,INV-01347,5655.02,2025-12-28,check
PAY-01348,INV-01348,5049.91,2025-06-21,credit_card
PAY-01351,INV-01351,36450.03,2026-01-15,ACH
PAY-01352,INV-01352,39923.75,2025-08-02,credit_card
PAY-01353,INV-01353,6567.59,2025-01-29,ACH
PAY-01354,INV-01354,30289.46,2025-09-02,ACH
PAY-01355,INV-01355,4158.74,2025-02-16,credit_card
PAY-01356,INV-01356,1997.91,2025-07-10,check
PAY-01357,INV-01357,108944.97,2025-12-28,check
PAY-01359,INV-01359,85695.46,2025-11-26,ACH
PAY-01360,INV-01360,1363.92,2025-11-15,ACH
PAY-01361,INV-01361,3042.41,2026-01-15,wire
PAY-01362,INV-01362,6600.46,2025-09-09,wire
PAY-01363,INV-01363,62123.72,2025-11-18,credit_card
PAY-01365,INV-01365,1482.94,2025-09-27,wire
PAY-01366,INV-01366,4024.2,2026-01-11,wire
PAY-01367,INV-01367,54582.45,2025-04-19,wire
PAY-01368,INV-01368,6865.04,2025-06-14,wire
PAY-01373,INV-01373,4875.9,2025-12-09,check
PAY-01374,INV-01374,64677.97,2025-09-08,wire
PAY-01375,INV-01375,97264.4,2025-10-03,wire
PAY-01376,INV-01376,84713.43,2025-05-02,ACH
PAY-01377,INV-01377,2093.57,2026-01-15,wire
PAY-01378,INV-01378,6938.44,2025-06-02,wire
PAY-01379,INV-01379,4283.84,2025-05-19,ACH
PAY-01380,INV-01380,1014.79,2025-11-26,check
PAY-01381,INV-01381,30206.43,2025-05-30,wire
PAY-01383,INV-01383,7451.96,2025-12-22,credit_card
PAY-01384,INV-01384,2544.42,2025-07-09,credit_card
PAY-01385,INV-01385,2705.04,2025-11-11,wire
PAY-01386,INV-01386,2367.08,2025-04-24,check
PAY-01388,INV-01388,6004.43,2025-10-25,ACH
PAY-01389,INV-01389,5276.74,2025-08-21,check
PAY-01390,INV-01390,2789.93,2025-02-27,wire
PAY-01391,INV-01391,11557.05,2025-12-09,wire
PAY-01392,INV-01392,7109.43,2025-10-02,ACH
PAY-01393,INV-01393,4873.69,2025-10-09,wire
PAY-01394,INV-01394,22610.13,2025-07-27,credit_card
PAY-01395,INV-01395,93481.5,2025-07-15,ACH
PAY-01397,INV-01397,2524.53,2025-12-19,ACH
PAY-01398,INV-01398,22424.13,2025-09-05,check
PAY-01400,INV-01400,39556.61,2025-08-03,check
PAY-01401,INV-01401,3432.7,2025-09-07,credit_card
PAY-01402,INV-01402,5092.76,2025-02-07,check
PAY-01403,INV-01403,1326.43,2025-10-08,credit_card
PAY-01404,INV-01404,4686.06,2025-04-06,ACH
PAY-01408,INV-01408,2530.02,2025-02-14,credit_card
PAY-01409,INV-01409,2141.43,2025-09-19,wire
PAY-01410,INV-01410,7401.46,2025-10-06,wire
PAY-01411,INV-01411,4836.26,2024-12-30,wire
PAY-01412,INV-01412,24833.28,2025-09-30,wire
PAY-01413,INV-01413,1539.57,2026-01-09,wire
PAY-01414,INV-01414,3653.79,2025-06-24,credit_card
PAY-01416,INV-01416,26731.14,2025-12-27,ACH
PAY-01417,INV-01417,3522.07,2026-01-10,ACH
PAY-01418,INV-01418,6724.21,2025-10-14,ACH
PAY-01419,INV-01419,4111.01,2025-05-05,credit_card
PAY-01420,INV-01420,2037.98,2025-02-23,wire
PAY-01421,INV-01421,5297.51,2025-07-26,credit_card
PAY-01423,INV-01423,3561.94,2026-01-15,wire
PAY-01424,INV-01424,2261.96,2024-12-25,credit_card
PAY-01425,INV-01425,5436.19,2024-12-05,credit_card
PAY-01426,INV-01426,71151.5,2026-01-06,wire
PAY-01427,INV-01427,1250.15,2025-03-10,check
PAY-01428,INV-01428,6601.2,2025-07-17,ACH
PAY-01430,INV-01430,7720.97,2025-11-18,ACH
PAY-01431,INV-01431,35135.78,2024-12-21,ACH
PAY-01432,INV-01432,85593.34,2025-09-30,check
PAY-01433,INV-01433,6387.21,2025-12-26,wire
PAY-01434,INV-01434,29797.51,2025-05-18,wire
PAY-01435,INV-01435,7663.96,2025-04-19,check
PAY-01437,INV-01437,6564.17,2025-01-27,check
PAY-01439,INV-01439,96335.19,2025-08-02,credit_card
PAY-01440,INV-01440,39610.48,2025-12-31,wire
PAY-01441,INV-01441,2645.67,2025-03-06,ACH
PAY-01443,INV-01443,1554.22,2025-03-27,credit_card
PAY-01444,INV-01444,1926.03,2025-09-19,credit_card
PAY-01445,INV-01445,33787.35,2025-01-10,ACH
PAY-01446,INV-01446,1256.85,2025-10-01,credit_card
PAY-01447,INV-01447,6659.96,2025-11-04,check
PAY-01449,INV-01449,10946.29,2025-08-20,ACH
PAY-01450,INV-01450,2031.75,2025-12-05,check
PAY-01451,INV-01451,4201.66,2025-10-20,check
PAY-01452,INV-01452,7624.31,2026-01-09,ACH
PAY-01453,INV-01453,38131.02,2025-06-30,credit_card
PAY-01454,INV-01454,1640.16,2025-06-28,ACH
PAY-01455,INV-01455,5626.96,2025-03-09,ACH
PAY-01456,INV-01456,1533.28,2025-05-11,check
PAY-01457,INV-01457,1952.34,2025-11-03,check
PAY-01458,INV-01458,843.35,2025-05-05,ACH
PAY-01460,INV-01460,32971.62,2025-11-07,credit_card
PAY-01462,INV-01462,32307.29,2025-09-07,credit_card
PAY-01463,INV-01463,5733.29,2025-09-04,credit_card
PAY-01465,INV-01465,6064.31,2025-09-25,check
PAY-01466,INV-01466,6231.44,2025-03-26,check
PAY-01467,INV-01467,4911.8,2025-09-25,wire
PAY-01468,INV-01468,3369.41,2024-12-16,wire
PAY-01469,INV-01469,891.95,2025-05-27,credit_card
PAY-01470,INV-01470,36760.74,2025-01-09,check
PAY-01472,INV-01472,39681.19,2024-12-29,credit_card
PAY-01473,INV-01473,1719.12,2025-10-10,ACH
PAY-01475,INV-01475,18811.04,2025-05-13,check
PAY-01478,INV-01478,3564.58,2025-10-30,check
PAY-01479,INV-01479,38365.27,2025-09-22,wire
PAY-01480,INV-01480,11107.34,2025-04-23,ACH
PAY-01481,INV-01481,5633.31,2025-11-21,ACH
PAY-01483,INV-01483,1318.73,2025-08-19,credit_card
PAY-01485,INV-01485,26243.84,2025-09-15,check
PAY-01486,INV-01486,733.68,2025-04-15,ACH
PAY-01487,INV-01487,26316.34,2026-01-09,credit_card
PAY-01488,INV-01488,3341.3,2025-10-27,ACH
PAY-01490,INV-01490,30656.6,2025-06-13,ACH
PAY-01491,INV-01491,4433.36,2025-03-22,ACH
PAY-01492,INV-01492,96764.34,2025-02-20,credit_card
PAY-01493,INV-01493,44104.65,2025-03-27,credit_card
PAY-01494,INV-01494,4131.16,2025-03-17,ACH
PAY-01495,INV-01495,2337.08,2025-06-02,check
PAY-01497,INV-01497,7073.04,2025-11-28,check
PAY-01498,INV-01498,7020.94,2025-12-14,ACH
PAY-01499,INV-01499,71489.71,2026-01-08,credit_card
PAY-01500,INV-01500,49339.19,2025-06-13,credit_card
PAY-01502,INV-01502,6182.45,2025-10-12,credit_card
PAY-01504,INV-01504,3789.4,2025-09-03,check
PAY-01507,INV-01507,23169.72,2025-09-02,ACH
PAY-01508,INV-01508,63891.67,2025-07-26,check
PAY-01509,INV-01509,5498.25,2025-10-22,ACH
PAY-01510,INV-01510,4534.37,2025-06-12,check
PAY-01511,INV-01511,2613.78,2025-11-28,wire
PAY-01512,INV-01512,5797.42,2025-02-25,wire
PAY-01513,INV-01513,6983.77,2026-01-11,ACH
PAY-01514,INV-01514,7602.26,2025-02-25,wire
PAY-01515,INV-01515,97704.56,2025-04-23,check
PAY-01516,INV-01516,6033.16,2025-10-31,ACH
PAY-01517,INV-01517,3321.57,2025-05-07,check
PAY-01518,INV-01518,1488.44,2025-09-23,credit_card
PAY-01520,INV-01520,14207.58,2025-03-29,credit_card
PAY-01521,INV-01521,5427.06,2025-05-25,wire
PAY-01522,INV-01522,3178.46,2025-05-07,ACH
PAY-01523,INV-01523,38927.68,2025-08-04,wire
PAY-01524,INV-01524,89696.86,2025-09-27,wire
PAY-01525,INV-01525,3590.02,2025-04-17,check
PAY-01526,INV-01526,6288.49,2025-05-09,wire
PAY-01527,INV-01527,3490.1,2025-08-02,check
PAY-01528,INV-01528,19343.4,2025-07-25,ACH
PAY-01529,INV-01529,5080.64,2025-04-25,wire
PAY-01530,INV-01530,96684.21,2025-09-26,credit_card
PAY-01531,INV-01531,1988.3,2025-05-24,check
PAY-01532,INV-01532,19468.83,2025-09-23,ACH
PAY-01533,INV-01533,7552.66,2025-02-13,wire
PAY-01534,INV-01534,32034.41,2025-04-24,ACH
PAY-01535,INV-01535,19026.28,2025-04-20,credit_card
PAY-01538,INV-01538,4342.67,2025-07-12,ACH
PAY-01539,INV-01539,4821.51,2025-03-16,wire
PAY-01540,INV-01540,23662.14,2025-03-13,wire
PAY-01541,INV-01541,6220.25,2025-08-25,check
PAY-01542,INV-01542,4076.05,2025-08-19,ACH
PAY-01543,INV-01543,12518.56,2026-01-15,wire
PAY-01544,INV-01544,2243.22,2025-02-11,wire
PAY-01545,INV-01545,10271.42,2024-12-29,credit_card
PAY-01546,INV-01546,68872.69,2025-04-11,credit_card
PAY-01547,INV-01547,105865.29,2025-06-26,wire
PAY-01548,INV-01548,4399.54,2025-12-08,check
PAY-01550,INV-01550,18979.2,2025-08-21,wire
PAY-01551,INV-01551,2917.9,2025-06-02,credit_card
PAY-01552,INV-01552,26158.12,2025-06-09,wire
PAY-01553,INV-01553,4432.84,2025-11-27,ACH
PAY-01554,INV-01554,90146.46,2025-10-08,wire
PAY-01557,INV-01557,6252.42,2025-04-28,credit_card
PAY-01558,INV-01558,2123.31,2025-02-06,ACH
PAY-01561,INV-01561,21641.24,2025-12-15,check
PAY-01562,INV-01562,4037.67,2025-05-21,wire
PAY-01563,INV-01563,4058.59,2025-02-18,check
PAY-01564,INV-01564,34176.17,2025-04-19,credit_card
PAY-01565,INV-01565,6417.24,2025-02-24,ACH
PAY-01566,INV-01566,21312.66,2024-12-22,ACH
PAY-01567,INV-01567,119790.01,2024-12-28,ACH
PAY-01568,INV-01568,4445.02,2025-08-29,ACH
PAY-01569,INV-01569,2339.41,2025-11-02,wire
PAY-01570,INV-01570,6674.94,2025-08-28,wire
PAY-01571,INV-01571,7062.03,2025-01-31,check
PAY-01572,INV-01572,6021.47,2025-02-26,wire
PAY-01574,INV-01574,26490.13,2025-03-31,check
PAY-01575,INV-01575,36921.35,2025-05-12,credit_card
PAY-01576,INV-01576,28370.29,2024-12-29,check
PAY-01577,INV-01577,14332.26,2025-02-25,wire
PAY-01578,INV-01578,2553.22,2025-09-10,credit_card
PAY-01579,INV-01579,7477.05,2025-05-14,wire
PAY-01580,INV-01580,1770.02,2025-02-09,wire
PAY-01581,INV-01581,6779.81,2025-09-10,ACH
PAY-01582,INV-01582,5794.35,2025-08-04,wire
PAY-01583,INV-01583,1911.84,2024-12-21,wire
PAY-01584,INV-01584,4840.22,2025-08-18,wire
PAY-01586,INV-01586,5345.06,2025-09-06,wire
PAY-01587,INV-01587,34045.02,2025-05-24,wire
PAY-01588,INV-01588,4377.72,2025-12-21,wire
PAY-01589,INV-01589,4728.27,2025-08-08,wire
PAY-01590,INV-01590,19749.27,2025-12-10,ACH
PAY-01591,INV-01591,1720.59,2025-09-11,credit_card
PAY-01592,INV-01592,3495.0,2025-02-20,wire
PAY-01593,INV-01593,28749.45,2025-06-27,check
PAY-01597,INV-01597,17113.59,2025-01-16,ACH
PAY-01599,INV-01599,13565.64,2025-03-28,wire
PAY-01600,INV-01600,5650.9,2025-09-03,wire
PAY-01601,INV-01601,111694.97,2025-03-05,wire
PAY-01602,INV-01602,28616.24,2025-01-11,credit_card
PAY-01603,INV-01603,5524.08,2025-06-15,ACH
PAY-01604,INV-01604,4260.92,2025-08-28,wire
PAY-01605,INV-01605,2225.55,2025-03-28,wire
PAY-01606,INV-01606,10276.16,2025-08-15,wire
PAY-01607,INV-01607,1846.38,2025-10-05,ACH
PAY-01608,INV-01608,6551.87,2025-01-03,credit_card
PAY-01611,INV-01611,21574.15,2025-01-27,check
PAY-01612,INV-01612,18421.51,2025-02-14,wire
PAY-01613,INV-01613,4361.72,2025-11-10,ACH
PAY-01614,INV-01614,3253.28,2025-06-24,wire
PAY-01615,INV-01615,15365.06,2025-03-25,ACH
PAY-01616,INV-01616,5269.87,2025-09-21,ACH
PAY-01617,INV-01617,11133.18,2025-10-25,check
PAY-01618,INV-01618,5667.44,2025-06-29,check
PAY-01619,INV-01619,1797.04,2025-06-11,credit_card
PAY-01620,INV-01620,31224.34,2025-04-13,check
PAY-01621,INV-01621,27851.34,2025-04-03,ACH
PAY-01623,INV-01623,6205.39,2025-10-27,credit_card
PAY-01624,INV-01624,5586.56,2025-12-06,ACH
PAY-01625,INV-01625,9541.84,2025-03-31,ACH
PAY-01626,INV-01626,2934.57,2025-02-25,credit_card
PAY-01627,INV-01627,3655.74,2025-04-19,wire
PAY-01629,INV-01629,3425.46,2025-03-07,wire
PAY-01630,INV-01630,2056.63,2026-01-12,wire
PAY-01631,INV-01631,28607.55,2025-07-22,wire
PAY-01632,INV-01632,7800.18,2025-02-12,ACH
PAY-01633,INV-01633,3338.22,2025-12-16,ACH
PAY-01635,INV-01635,2133.14,2025-02-15,credit_card
PAY-01637,INV-01637,112391.06,2025-12-31,wire
PAY-01638,INV-01638,7304.61,2025-03-10,check
PAY-01641,INV-01641,1182.25,2025-03-07,credit_card
PAY-01642,INV-01642,36962.24,2024-12-28,ACH
PAY-01643,INV-01643,7410.39,2025-02-26,wire
PAY-01644,INV-01644,80324.9,2025-07-21,ACH
PAY-01645,INV-01645,7401.17,2024-12-10,ACH
PAY-01646,INV-01646,4398.26,2024-12-06,check
PAY-01647,INV-01647,4530.06,2025-02-26,wire
PAY-01648,INV-01648,6587.47,2025-09-18,ACH
PAY-01649,INV-01649,7455.42,2025-02-27,check
PAY-01650,INV-01650,6437.14,2025-01-25,credit_card
PAY-01651,INV-01651,32844.36,2025-11-03,check
PAY-01652,INV-01652,2335.46,2025-01-31,wire
PAY-01653,INV-01653,45792.18,2025-03-25,ACH
PAY-01655,INV-01655,2711.6,2025-03-08,wire
PAY-01659,INV-01659,35289.3,2025-08-21,check
PAY-01660,INV-01660,7602.11,2025-03-24,ACH
PAY-01661,INV-01661,97801.44,2025-05-11,check
PAY-01662,INV-01662,6096.92,2025-05-10,ACH
PAY-01663,INV-01663,5198.02,2025-12-23,check
PAY-01664,INV-01664,4750.27,2025-07-13,credit_card
PAY-01665,INV-01665,88963.75,2025-12-07,ACH
PAY-01666,INV-01666,34074.23,2025-02-21,credit_card
PAY-01667,INV-01667,2206.9,2025-10-31,check
PAY-01668,INV-01668,83390.57,2025-03-18,ACH
PAY-01669,INV-01669,4567.77,2026-01-06,check
PAY-01670,INV-01670,7148.88,2025-03-04,check
PAY-01672,INV-01672,22997.01,2025-07-03,check
PAY-01673,INV-01673,2564.66,2025-10-16,wire
PAY-01674,INV-01674,69578.79,2025-07-19,credit_card
PAY-01675,INV-01675,3823.99,2025-05-13,wire
PAY-01676,INV-01676,31824.72,2025-09-25,check
PAY-01677,INV-01677,28516.05,2025-06-28,ACH
PAY-01678,INV-01678,7675.3,2025-09-14,check
PAY-01679,INV-01679,7496.33,2025-10-20,wire
PAY-01680,INV-01680,6089.1,2025-01-05,wire
PAY-01682,INV-01682,6252.86,2025-07-13,ACH
PAY-01684,INV-01684,4272.08,2025-05-24,ACH
PAY-01685,INV-01685,4097.62,2025-02-20,credit_card
PAY-01686,INV-01686,14804.99,2025-12-08,ACH
PAY-01687,INV-01687,4534.22,2025-12-15,check
PAY-01688,INV-01688,35177.26,2025-02-19,ACH
PAY-01689,INV-01689,2339.2,2025-07-05,wire
PAY-01691,INV-01691,3843.8,2025-01-22,wire
PAY-01692,INV-01692,5027.13,2025-10-19,credit_card
PAY-01693,INV-01693,6545.49,2025-10-17,wire
PAY-01694,INV-01694,7048.11,2025-06-01,wire
PAY-01695,INV-01695,26710.95,2025-05-02,ACH
PAY-01696,INV-01696,105148.59,2025-01-26,credit_card
PAY-01697,INV-01697,7557.92,2025-02-10,check
PAY-01698,INV-01698,53042.94,2025-04-17,wire
PAY-01700,INV-01700,3703.62,2025-09-14,credit_card
PAY-01701,INV-01701,3933.15,2025-05-25,check
PAY-01703,INV-01703,26067.25,2025-08-17,check
PAY-01704,INV-01704,15602.53,2025-12-27,check
PAY-01705,INV-01705,3165.09,2025-05-31,check
PAY-01706,INV-01706,6722.5,2025-10-16,check
PAY-01707,INV-01707,7769.33,2025-12-29,ACH
PAY-01708,INV-01708,5036.36,2025-02-03,ACH
PAY-01709,INV-01709,22741.86,2025-02-15,wire
PAY-01710,INV-01710,38654.91,2025-08-25,wire
PAY-01711,INV-01711,38107.92,2025-07-22,check
PAY-01714,INV-01714,4023.6,2025-03-12,ACH
PAY-01715,INV-01715,5131.66,2025-08-11,ACH
PAY-01716,INV-01716,35767.71,2025-09-09,wire
PAY-01717,INV-01717,26885.94,2025-11-03,wire
PAY-01718,INV-01718,6627.48,2025-08-08,credit_card
PAY-01719,INV-01719,612.04,2026-01-05,wire
PAY-01720,INV-01720,36435.02,2024-12-19,check
PAY-01721,INV-01721,4071.83,2025-09-12,check
PAY-01722,INV-01722,4196.01,2025-09-08,ACH
PAY-01723,INV-01723,28072.35,2025-11-11,ACH
PAY-01724,INV-01724,30551.06,2025-12-05,wire
PAY-01725,INV-01725,25200.85,2025-08-02,credit_card
PAY-01726,INV-01726,7509.68,2025-02-02,wire
PAY-01727,INV-01727,1984.22,2025-03-26,ACH
PAY-01728,INV-01728,6932.6,2025-06-19,check
PAY-01729,INV-01729,7945.24,2025-06-28,credit_card
PAY-01730,INV-01730,53725.46,2025-10-14,check
PAY-01732,INV-01732,9417.99,2025-05-27,ACH
PAY-01734,INV-01734,33700.93,2025-08-25,ACH
PAY-01735,INV-01735,5585.17,2025-01-31,check
PAY-01737,INV-01737,3308.54,2025-12-06,check
PAY-01738,INV-01738,114219.2,2025-06-15,wire
PAY-01739,INV-01739,3423.29,2025-09-28,credit_card
PAY-01741,INV-01741,37306.83,2025-11-26,ACH
PAY-01743,INV-01743,1950.28,2025-05-07,check
PAY-01744,INV-01744,6047.41,2025-02-08,wire
PAY-01745,INV-01745,52746.94,2025-06-21,credit_card
PAY-01746,INV-01746,1436.48,2024-12-21,ACH
PAY-01747,INV-01747,2540.77,2025-01-14,wire
PAY-01750,INV-01750,5761.99,2024-12-13,ACH
PAY-01751,INV-01751,92405.24,2025-01-09,check
PAY-01752,INV-01752,596.95,2026-01-14,credit_card
PAY-01753,INV-01753,20181.85,2025-05-05,credit_card
PAY-01754,INV-01754,5049.71,2025-08-30,ACH
PAY-01755,INV-01755,6786.54,2025-06-17,credit_card
PAY-01756,INV-01756,18781.08,2025-01-21,check
PAY-01757,INV-01757,6975.58,2025-05-04,wire
PAY-01758,INV-01758,24842.55,2025-12-24,wire
PAY-01759,INV-01759,20981.81,2025-02-28,check
PAY-01760,INV-01760,98370.98,2025-08-16,credit_card
PAY-01762,INV-01762,1166.52,2024-12-03,check
PAY-01763,INV-01763,34003.91,2025-10-07,wire
PAY-01764,INV-01764,3370.22,2025-01-31,wire
PAY-01765,INV-01765,6160.78,2025-08-19,check
PAY-01766,INV-01766,95677.06,2025-10-16,credit_card
PAY-01767,INV-01767,1179.07,2025-12-29,credit_card
PAY-01768,INV-01768,18886.49,2025-09-01,check
PAY-01769,INV-01769,4775.8,2025-04-26,credit_card
PAY-01771,INV-01771,42583.27,2025-01-08,ACH
PAY-01772,INV-01772,3792.12,2025-02-05,check
PAY-01773,INV-01773,5204.41,2025-08-11,check
PAY-01774,INV-01774,3276.71,2025-09-17,ACH
PAY-01775,INV-01775,6949.59,2025-09-12,check
PAY-01776,INV-01776,21650.82,2025-03-07,credit_card
PAY-01777,INV-01777,5766.08,2025-03-21,check
PAY-01778,INV-01778,3784.03,2025-04-04,check
PAY-01779,INV-01779,3863.51,2025-05-12,ACH
PAY-01781,INV-01781,25920.85,2025-03-01,credit_card
PAY-01782,INV-01782,29402.21,2025-06-26,check
PAY-01783,INV-01783,34423.31,2025-08-20,credit_card
PAY-01784,INV-01784,1397.63,2025-04-25,credit_card
PAY-01785,INV-01785,1959.64,2025-04-06,wire
PAY-01786,INV-01786,1168.29,2025-09-13,check
PAY-01787,INV-01787,3556.81,2024-12-29,wire
PAY-01788,INV-01788,2390.11,2024-11-29,ACH
