id,customer_id,amount,issue_date,due_date,status,paid_amount
INV-02064,CUST-0054,27966.36,2025-05-18,2025-07-02,paid,27966.36
INV-02065,CUST-0013,6808.41,2025-12-30,2026-01-29,open,0.0
INV-02066,CUST-0102,29819.96,2024-12-10,2025-01-24,paid,29819.96
INV-02067,CUST-0109,2860.91,2025-02-12,2025-03-14,paid,2860.91
INV-02068,CUST-0065,8262.57,2025-06-17,2025-08-01,paid,8262.57
INV-02069,CUST-0036,4345.88,2025-09-15,2025-10-15,paid,4345.88
INV-02070,CUST-0003,17625.46,2025-02-26,2025-04-12,paid,17625.46
INV-02071,CUST-0027,6286.76,2025-05-13,2025-06-12,paid,6286.76
INV-02072,CUST-0130,23580.42,2025-08-28,2025-10-12,overdue,0.0
INV-02073,CUST-0051,6272.84,2025-06-07,2025-07-07,paid,6272.84
INV-02074,CUST-0117,2633.64,2025-12-24,2026-01-23,disputed,0.0
INV-02075,CUST-0017,34034.35,2025-05-18,2025-07-02,paid,34034.35
INV-02076,CUST-0058,2485.25,2025-05-30,2025-06-29,paid,2485.25
INV-02077,CUST-0149,3461.09,2025-09-07,2025-10-07,paid,3461.09
INV-02078,CUST-0001,858.23,2025-06-09,2025-07-09,paid,858.23
INV-02079,CUST-0140,5572.02,2025-06-16,2025-07-31,paid,5572.02
INV-02080,CUST-0149,4505.68,2025-09-28,2025-10-28,paid,4505.68
INV-02081,CUST-0100,5942.91,2025-04-03,2025-05-03,paid,5942.91
INV-02082,CUST-0063,22069.09,2025-05-15,2025-07-14,paid,22069.09
INV-02083,CUST-0075,2428.19,2025-02-06,2025-03-08,paid,2428.19
INV-02084,CUST-0074,39925.98,2025-08-10,2025-09-24,paid,39925.98
INV-02085,CUST-0040,1410.81,2024-10-25,2024-11-24,overdue,0.0
INV-02086,CUST-0030,65129.16,2024-12-20,2025-02-18,paid,65129.16
INV-02087,CUST-0120,1415.73,2025-04-29,2025-05-29,paid,1415.73
INV-02088,CUST-0140,30386.03,2025-09-09,2025-10-24,paid,30386.03
INV-02089,CUST-0023,1717.19,2025-12-14,2026-01-13,paid,1717.19
INV-02090,CUST-0090,3051.36,2025-12-31,2026-01-30,open,0.0
INV-02091,CUST-0111,6554.56,2025-11-23,2025-12-23,paid,6554.56
INV-02092,CUST-0018,12936.29,2024-12-30,2025-02-13,paid,12936.29
INV-02093,CUST-0118,2916.61,2025-07-01,2025-07-31,paid,2916.61
INV-02094,CUST-0005,7504.4,2025-02-09,2025-03-11,paid,7504.4
INV-02095,CUST-0081,21221.84,2024-10-31,2024-12-15,paid,21221.84
INV-02096,CUST-0122,4651.89,2025-05-07,2025-06-06,paid,4651.89
INV-02097,CUST-0009,6764.2,2024-12-09,2025-01-08,paid,6764.2
INV-02098,CUST-0015,5486.18,2025-08-15,2025-09-14,paid,5486.18
INV-02099,CUST-0040,3049.56,2025-08-25,2025-09-24,paid,3049.56
INV-02100,CUST-0077,670.49,2025-06-21,2025-07-21,paid,670.49
INV-02101,CUST-0036,5021.8,2025-04-22,2025-05-22,paid,5021.8
INV-02102,CUST-0032,4823.09,2025-10-14,2025-11-13,paid,4823.09
INV-02103,CUST-0080,31622.2,2024-11-11,2024-12-26,overdue,0.0
INV-02104,CUST-0077,5434.25,2025-04-08,2025-05-08,paid,5434.25
INV-02105,CUST-0080,19705.99,2024-10-23,2024-12-07,paid,19705.99
INV-02106,CUST-0002,109140.24,2025-11-22,2026-01-21,open,0.0
INV-02107,CUST-0093,4564.73,2025-06-22,2025-07-22,paid,4564.73
INV-02108,CUST-0044,5363.64,2025-10-13,2025-11-12,paid,5363.64
INV-02109,CUST-0005,2138.13,2025-05-20,2025-06-19,paid,2138.13
INV-02110,CUST-0105,5610.58,2026-01-13,2026-02-12,open,0.0
INV-02111,CUST-0049,24164.73,2025-05-08,2025-06-22,paid,24164.73
INV-02112,CUST-0089,3533.9,2025-11-07,2025-12-07,paid,3533.9
INV-02113,CUST-0064,6921.05,2025-03-06,2025-04-05,paid,6921.05
INV-02114,CUST-0104,1933.74,2025-03-19,2025-04-18,paid,1933.74
INV-02115,CUST-0149,7753.81,2025-11-15,2025-12-15,paid,7753.81
INV-02116,CUST-0019,59471.88,2025-01-30,2025-03-31,paid,59471.88
INV-02117,CUST-0001,2076.54,2025-02-16,2025-03-18,paid,2076.54
INV-02118,CUST-0038,27678.72,2025-01-10,2025-02-24,paid,27678.72
INV-02119,CUST-0097,23160.31,2025-02-12,2025-03-29,paid,23160.31
INV-02120,CUST-0049,28304.99,2024-10-27,2024-12-11,paid,28304.99
INV-02121,CUST-0071,24893.34,2025-06-06,2025-08-05,paid,24893.34
INV-02122,CUST-0053,1328.12,2025-06-18,2025-07-18,paid,1328.12
INV-02123,CUST-0004,6392.71,2025-05-18,2025-06-17,paid,6392.71
INV-02124,CUST-0071,67683.52,2024-11-12,2025-01-11,paid,67683.52
INV-02125,CUST-0035,6357.56,2026-01-07,2026-02-06,open,0.0
INV-02126,CUST-0131,113397.63,2025-02-21,2025-04-22,paid,113397.63
INV-02127,CUST-0026,6965.02,2025-08-29,2025-09-28,paid,6965.02
INV-02128,CUST-0028,7240.82,2025-09-14,2025-10-14,paid,7240.82
INV-02129,CUST-0143,5101.96,2024-11-03,2024-12-03,paid,5101.96
INV-02130,CUST-0039,52737.67,2026-01-05,2026-03-06,open,0.0
INV-02131,CUST-0108,16945.37,2025-03-31,2025-05-15,paid,16945.37
INV-02132,CUST-0070,1996.0,2025-03-21,2025-04-20,paid,1996.0
INV-02133,CUST-0145,1220.67,2025-07-17,2025-08-16,paid,1220.67
INV-02134,CUST-0121,2308.75,2024-12-23,2025-01-22,paid,2308.75
INV-02135,CUST-0005,1072.01,2025-01-27,2025-02-26,paid,1072.01
INV-02136,CUST-0137,7541.14,2025-01-02,2025-02-16,paid,7541.14
INV-02137,CUST-0055,3281.58,2025-09-26,2025-10-26,paid,3281.58
INV-02138,CUST-0116,29348.3,2025-09-30,2025-11-29,paid,29348.3
INV-02139,CUST-0065,25941.32,2024-12-06,2025-01-20,paid,25941.32
INV-02140,CUST-0043,31506.42,2025-02-13,2025-03-30,paid,31506.42
INV-02141,CUST-0106,30009.35,2025-07-30,2025-09-28,paid,30009.35
INV-02142,CUST-0092,3892.67,2024-12-26,2025-01-25,paid,3892.67
INV-02143,CUST-0147,86729.86,2026-01-05,2026-03-06,open,0.0
INV-02144,CUST-0046,6704.58,2025-10-07,2025-11-06,paid,6704.58
INV-02145,CUST-0116,81864.62,2025-09-22,2025-11-21,paid,81864.62
INV-02146,CUST-0077,5650.7,2024-11-14,2024-12-14,paid,5650.7
INV-02147,CUST-0122,557.17,2025-07-06,2025-08-05,paid,557.17
INV-02148,CUST-0041,1049.1,2025-09-29,2025-10-29,paid,1049.1
INV-02149,CUST-0043,29979.4,2025-09-01,2025-10-16,paid,29979.4
INV-02150,CUST-0150,7147.91,2025-07-31,2025-08-30,paid,7147.91
INV-02151,CUST-0115,1791.01,2025-06-12,2025-07-12,paid,1791.01
INV-02152,CUST-0006,3543.62,2025-10-07,2025-11-06,paid,3543.62
INV-02153,CUST-0149,6474.51,2025-11-17,2025-12-17,paid,6474.51
INV-02154,CUST-0144,59460.71,2025-05-15,2025-07-14,paid,59460.71
INV-02155,CUST-0014,1848.44,2025-04-25,2025-05-25,paid,1848.44
INV-02156,CUST-0140,13452.32,2025-12-09,2026-01-23,open,0.0
INV-02157,CUST-0135,1201.52,2025-04-15,2025-05-15,paid,1201.52
INV-02158,CUST-0053,6521.53,2025-11-05,2025-12-05,paid,6521.53
INV-02159,CUST-0114,3665.92,2025-12-10,2026-01-09,overdue,0.0
INV-02160,CUST-0071,53768.15,2024-11-08,2025-01-07,paid,53768.15
INV-02161,CUST-0007,33335.91,2024-10-31,2024-12-15,paid,33335.91
INV-02162,CUST-0022,11664.77,2025-01-28,2025-03-14,paid,11664.77
INV-02163,CUST-0138,3286.55,2025-02-18,2025-03-20,paid,3286.55
INV-02164,CUST-0081,28526.25,2025-07-05,2025-08-19,paid,28526.25
INV-02165,CUST-0075,1694.56,2025-09-04,2025-10-04,paid,1694.56
INV-02166,CUST-0134,7681.14,2024-12-18,2025-02-01,partial,2993.51
INV-02167,CUST-0112,696.89,2025-05-21,2025-06-20,paid,696.89
INV-02168,CUST-0088,3211.0,2025-12-01,2025-12-31,partial,1248.63
INV-02169,CUST-0106,99770.01,2025-10-31,2025-12-30,paid,99770.01
INV-02170,CUST-0044,4826.19,2024-12-10,2025-01-09,paid,4826.19
INV-02171,CUST-0121,3550.49,2025-12-19,2026-01-18,open,0.0
INV-02172,CUST-0091,7990.56,2024-12-09,2025-01-08,overdue,0.0
INV-02173,CUST-0033,955.34,2025-12-13,2026-01-12,overdue,0.0
INV-02174,CUST-0032,7364.26,2025-04-06,2025-05-06,paid,7364.26
INV-02175,CUST-0046,7613.34,2025-04-10,2025-05-10,paid,7613.34
INV-02176,CUST-0136,981.24,2025-02-18,2025-03-20,paid,981.24
INV-02177,CUST-0103,5584.27,2025-03-05,2025-04-04,paid,5584.27
INV-02178,CUST-0077,655.32,2025-10-26,2025-11-25,paid,655.32
INV-02179,CUST-0136,2104.06,2025-06-09,2025-07-09,paid,2104.06
INV-02180,CUST-0100,3160.07,2025-10-27,2025-11-26,paid,3160.07
INV-02181,CUST-0011,3524.59,2025-10-12,2025-11-11,overdue,0.0
INV-02182,CUST-0006,1134.55,2025-02-07,2025-03-09,paid,1134.55
INV-02183,CUST-0075,4817.82,2025-04-28,2025-05-28,paid,4817.82
INV-02184,CUST-0129,11245.91,2025-04-25,2025-06-09,paid,11245.91
INV-02185,CUST-0120,6738.15,2025-03-09,2025-04-08,paid,6738.15
INV-02186,CUST-0075,2034.8,2025-09-15,2025-10-15,overdue,0.0
INV-02187,CUST-0135,4903.41,2025-09-06,2025-10-06,partial,1212.55
INV-02188,CUST-0135,5909.39,2025-05-22,2025-06-21,overdue,0.0
INV-02189,CUST-0024,28757.4,2025-02-26,2025-04-12,overdue,0.0
INV-02190,CUST-0020,7385.98,2025-12-04,2026-01-03,paid,7385.98
INV-02191,CUST-0084,1214.81,2025-06-30,2025-07-30,paid,1214.81
INV-02192,CUST-0003,36902.88,2026-01-10,2026-02-24,open,0.0
INV-02193,CUST-0008,8736.1,2025-03-21,2025-05-05,paid,8736.1
INV-02194,CUST-0063,57729.11,2025-01-28,2025-03-29,paid,57729.11
INV-02195,CUST-0073,39265.06,2024-11-20,2025-01-04,paid,39265.06
INV-02196,CUST-0055,3259.29,2025-06-29,2025-07-29,paid,3259.29
INV-02197,CUST-0080,7481.94,2025-03-12,2025-04-26,paid,7481.94
INV-02198,CUST-0058,3477.52,2025-09-19,2025-10-19,paid,3477.52
INV-02199,CUST-0105,1779.51,2025-10-08,2025-11-07,paid,1779.51
INV-02200,CUST-0116,53519.13,2025-08-28,2025-10-27,paid,53519.13
INV-02201,CUST-0076,4397.6,2025-11-10,2025-12-10,paid,4397.6
INV-02202,CUST-0087,22233.14,2025-09-16,2025-10-31,paid,22233.14
INV-02203,CUST-0012,89368.63,2025-04-25,2025-06-24,paid,89368.63
INV-02204,CUST-0050,39659.04,2024-10-25,2024-12-09,paid,39659.04
INV-02205,CUST-0023,7034.26,2024-11-23,2024-12-23,paid,7034.26
INV-02206,CUST-0026,6256.96,2025-10-18,2025-11-17,paid,6256.96
INV-02207,CUST-0111,4627.19,2025-04-30,2025-05-30,paid,4627.19
INV-02208,CUST-0037,12380.05,2025-03-03,2025-04-17,paid,12380.05
INV-02209,CUST-0011,2315.75,2025-11-17,2025-12-17,paid,2315.75
INV-02210,CUST-0077,4076.65,2025-09-16,2025-10-16,paid,4076.65
INV-02211,CUST-0035,845.9,2025-06-21,2025-07-21,paid,845.9
INV-02212,CUST-0116,89396.72,2025-01-27,2025-03-28,paid,89396.72
INV-02213,CUST-0145,5806.6,2025-03-24,2025-04-23,paid,5806.6
INV-02214,CUST-0066,33256.37,2025-03-23,2025-05-07,overdue,0.0
INV-02215,CUST-0147,57586.8,2024-11-28,2025-01-27,paid,57586.8
INV-02216,CUST-0117,7168.64,2025-12-01,2025-12-31,paid,7168.64
INV-02217,CUST-0099,7639.51,2025-02-23,2025-03-25,paid,7639.51
INV-02218,CUST-0080,26657.43,2025-03-30,2025-05-14,paid,26657.43
INV-02219,CUST-0049,11473.41,2025-11-21,2026-01-05,paid,11473.41
INV-02220,CUST-0104,4698.87,2025-04-02,2025-05-02,paid,4698.87
INV-02221,CUST-0143,1662.51,2025-05-18,2025-06-17,paid,1662.51
INV-02222,CUST-0045,2119.3,2024-12-28,2025-01-27,paid,2119.3
INV-02223,CUST-0093,2329.71,2025-02-17,2025-03-19,paid,2329.71
INV-02224,CUST-0073,5107.53,2024-11-18,2025-01-02,paid,5107.53
INV-02225,CUST-0037,24819.37,2025-01-25,2025-03-11,paid,24819.37
INV-02226,CUST-0038,28132.15,2025-06-07,2025-07-22,paid,28132.15
INV-02227,CUST-0089,5227.65,2025-06-21,2025-07-21,paid,5227.65
INV-02228,CUST-0038,11660.03,2024-12-19,2025-02-02,paid,11660.03
INV-02229,CUST-0031,6824.81,2025-09-09,2025-10-09,paid,6824.81
INV-02230,CUST-0131,82604.13,2025-08-29,2025-10-28,paid,82604.13
INV-02231,CUST-0123,2178.01,2024-12-26,2025-01-25,paid,2178.01
INV-02232,CUST-0017,9087.44,2025-12-18,2026-02-01,open,0.0
INV-02233,CUST-0129,7626.99,2025-10-04,2025-11-18,partial,5130.46
INV-02234,CUST-0015,5362.14,2025-03-08,2025-04-07,paid,5362.14
INV-02235,CUST-0083,3898.53,2025-12-19,2026-01-18,open,0.0
INV-02236,CUST-0150,5315.55,2025-06-03,2025-07-03,paid,5315.55
INV-02237,CUST-0072,21681.79,2025-08-30,2025-10-29,paid,21681.79
INV-02238,CUST-0115,5945.16,2025-11-05,2025-12-05,paid,5945.16
INV-02239,CUST-0036,645.97,2025-07-23,2025-08-22,paid,645.97
INV-02240,CUST-0099,7864.87,2025-12-22,2026-01-21,open,0.0
INV-02241,CUST-0018,32220.9,2024-12-18,2025-02-01,paid,32220.9
INV-02242,CUST-0051,3904.0,2025-10-04,2025-11-03,paid,3904.0
INV-02243,CUST-0092,7479.58,2025-01-14,2025-02-13,paid,7479.58
INV-02244,CUST-0119,2036.88,2026-01-10,2026-02-09,open,0.0
INV-02245,CUST-0043,8557.98,2025-02-02,2025-03-19,paid,8557.98
INV-02246,CUST-0132,51775.59,2025-02-07,2025-04-08,paid,51775.59
INV-02247,CUST-0097,11663.55,2025-11-14,2025-12-29,paid,11663.55
INV-02248,CUST-0044,4841.05,2024-10-30,2024-11-29,paid,4841.05
INV-02249,CUST-0012,29451.62,2024-11-23,2025-01-22,paid,29451.62
INV-02250,CUST-0027,4027.99,2025-06-26,2025-07-26,paid,4027.99
INV-02251,CUST-0128,4350.43,2025-02-08,2025-03-10,paid,4350.43
INV-02252,CUST-0138,1867.94,2024-11-18,2024-12-18,paid,1867.94
INV-02253,CUST-0108,25038.19,2025-10-20,2025-12-04,paid,25038.19
INV-02254,CUST-0110,6697.5,2024-10-29,2024-11-28,paid,6697.5
INV-02255,CUST-0132,74351.18,2025-10-17,2025-12-16,paid,74351.18
INV-02256,CUST-0006,6392.06,2025-05-08,2025-06-07,paid,6392.06
INV-02257,CUST-0031,4087.41,2025-05-28,2025-06-27,partial,2436.92
INV-02258,CUST-0001,4554.65,2025-07-07,2025-08-06,paid,4554.65
INV-02259,CUST-0090,5554.12,2025-08-01,2025-08-31,paid,5554.12
INV-02260,CUST-0139,7527.94,2025-05-31,2025-06-30,paid,7527.94
INV-02261,CUST-0019,85130.17,2025-04-23,2025-06-22,paid,85130.17
INV-02262,CUST-0117,4956.28,2024-12-25,2025-01-24,paid,4956.28
INV-02263,CUST-0069,3724.71,2025-09-17,2025-10-17,paid,3724.71
INV-02264,CUST-0010,2981.61,2024-11-06,2024-12-06,paid,2981.61
INV-02265,CUST-0139,7812.57,2025-06-08,2025-07-08,paid,7812.57
INV-02266,CUST-0087,30739.86,2024-11-08,2024-12-23,paid,30739.86
INV-02267,CUST-0073,20815.23,2025-07-22,2025-09-05,paid,20815.23
INV-02268,CUST-0113,3177.03,2025-11-30,2025-12-30,paid,3177.03
INV-02269,CUST-0100,1969.92,2025-05-16,2025-06-15,paid,1969.92
INV-02270,CUST-0020,976.11,2025-03-07,2025-04-06,paid,976.11
INV-02271,CUST-0139,6927.68,2025-10-31,2025-11-30,overdue,0.0
INV-02272,CUST-0082,77680.43,2025-04-26,2025-06-25,overdue,0.0
INV-02273,CUST-0135,3489.45,2026-01-15,2026-02-14,open,0.0
INV-02274,CUST-0069,5476.78,2025-12-31,2026-01-30,open,0.0
INV-02275,CUST-0100,5957.66,2025-07-04,2025-08-03,paid,5957.66
INV-02276,CUST-0139,6337.84,2025-10-17,2025-11-16,paid,6337.84
INV-02277,CUST-0135,3955.14,2025-06-28,2025-07-28,overdue,0.0
INV-02278,CUST-0035,4495.27,2025-01-31,2025-03-02,paid,4495.27
INV-02279,CUST-0057,37921.18,2024-10-29,2024-12-13,paid,37921.18
INV-02280,CUST-0067,5633.52,2025-12-06,2026-01-05,overdue,0.0
INV-02281,CUST-0087,39628.34,2025-01-11,2025-02-25,paid,39628.34
INV-02282,CUST-0104,2162.39,2025-03-20,2025-04-19,paid,2162.39
INV-02283,CUST-0095,2176.65,2025-11-24,2025-12-24,overdue,0.0
INV-02284,CUST-0007,22137.12,2025-02-19,2025-04-05,paid,22137.12
INV-02285,CUST-0084,5074.13,2026-01-07,2026-02-06,open,0.0
INV-02286,CUST-0058,1956.2,2026-01-12,2026-02-11,open,0.0
INV-02287,CUST-0132,77696.46,2024-11-19,2025-01-18,paid,77696.46
INV-02288,CUST-0134,29664.01,2024-11-15,2024-12-30,paid,29664.01
INV-02289,CUST-0094,18808.58,2025-09-30,2025-11-14,partial,10616.81
INV-02290,CUST-0055,3646.13,2024-11-23,2024-12-23,paid,3646.13
INV-02291,CUST-0082,21605.68,2025-12-23,2026-02-21,open,0.0
INV-02292,CUST-0028,7627.9,2025-08-23,2025-09-22,paid,7627.9
INV-02293,CUST-0117,5117.89,2025-07-03,2025-08-02,paid,5117.89
INV-02294,CUST-0034,21730.48,2024-12-24,2025-02-07,paid,21730.48
INV-02295,CUST-0135,6923.4,2025-04-05,2025-05-05,paid,6923.4
INV-02296,CUST-0110,937.77,2025-06-16,2025-07-16,paid,937.77
INV-02297,CUST-0116,64220.15,2025-04-15,2025-06-14,paid,64220.15
INV-02298,CUST-0072,83217.24,2025-04-13,2025-06-12,paid,83217.24
INV-02299,CUST-0082,91267.62,2024-12-08,2025-02-06,paid,91267.62
INV-02300,CUST-0110,690.47,2025-07-29,2025-08-28,paid,690.47
INV-02301,CUST-0040,2801.31,2024-12-01,2024-12-31,paid,2801.31
INV-02302,CUST-0030,52597.87,2024-12-02,2025-01-31,paid,52597.87
INV-02303,CUST-0124,4413.4,2025-12-29,2026-01-28,open,0.0
INV-02304,CUST-0026,2774.47,2025-08-23,2025-09-22,paid,2774.47
INV-02305,CUST-0126,4246.88,2025-11-03,2025-12-03,paid,4246.88
INV-02306,CUST-0113,7620.93,2025-01-12,2025-02-11,paid,7620.93
INV-02307,CUST-0094,23035.99,2024-11-08,2024-12-23,paid,23035.99
INV-02308,CUST-0135,6540.39,2025-09-26,2025-10-26,partial,1745.39
INV-02309,CUST-0033,5049.34,2025-10-05,2025-11-04,paid,5049.34
INV-02310,CUST-0003,23185.67,2025-11-30,2026-01-14,paid,23185.67
INV-02311,CUST-0142,17075.25,2025-05-23,2025-07-07,paid,17075.25
INV-02312,CUST-0046,1854.99,2024-12-09,2025-01-08,paid,1854.99
INV-02313,CUST-0093,5208.01,2025-04-03,2025-05-03,paid,5208.01
INV-02314,CUST-0117,7247.39,2025-07-04,2025-08-03,paid,7247.39
INV-02315,CUST-0141,11357.84,2024-10-28,2024-12-12,paid,11357.84
INV-02316,CUST-0051,6404.09,2025-06-03,2025-07-03,paid,6404.09
INV-02317,CUST-0008,11362.62,2025-08-02,2025-09-16,paid,11362.62
INV-02318,CUST-0044,5996.04,2025-11-25,2025-12-25,paid,5996.04
INV-02319,CUST-0078,24359.77,2025-09-17,2025-11-01,paid,24359.77
INV-02320,CUST-0148,109452.17,2024-11-03,2025-01-02,paid,109452.17
INV-02321,CUST-0119,6077.45,2025-01-03,2025-02-02,paid,6077.45
INV-02322,CUST-0086,106543.32,2025-09-04,2025-11-03,overdue,0.0
INV-02323,CUST-0030,109327.19,2025-10-15,2025-12-14,paid,109327.19
INV-02324,CUST-0113,1715.67,2025-12-11,2026-01-10,paid,1715.67
INV-02325,CUST-0135,5890.73,2025-05-06,2025-06-05,paid,5890.73
INV-02326,CUST-0133,1480.01,2025-09-13,2025-10-13,paid,1480.01
INV-02327,CUST-0035,3232.3,2024-12-05,2025-01-04,paid,3232.3
INV-02328,CUST-0012,96099.68,2025-09-02,2025-11-01,overdue,0.0
INV-02329,CUST-0133,4294.37,2025-05-03,2025-06-02,paid,4294.37
INV-02330,CUST-0096,23001.71,2025-02-08,2025-03-25,paid,23001.71
INV-02331,CUST-0016,6783.91,2024-12-03,2025-01-02,paid,6783.91
INV-02332,CUST-0078,37289.06,2025-09-17,2025-11-01,paid,37289.06
INV-02333,CUST-0147,30948.08,2025-08-04,2025-10-03,paid,30948.08
INV-02334,CUST-0024,32263.07,2026-01-04,2026-02-18,open,0.0
INV-02335,CUST-0090,680.22,2025-02-10,2025-03-12,paid,680.22
INV-02336,CUST-0002,61558.44,2025-03-26,2025-05-25,paid,61558.44
INV-02337,CUST-0024,38859.51,2025-03-10,2025-04-24,paid,38859.51
INV-02338,CUST-0031,5650.89,2024-10-29,2024-11-28,paid,5650.89
INV-02339,CUST-0036,1363.74,2025-12-19,2026-01-18,open,0.0
INV-02340,CUST-0104,1471.27,2025-11-23,2025-12-23,paid,1471.27
INV-02341,CUST-0115,5922.5,2025-11-07,2025-12-07,overdue,0.0
INV-02342,CUST-0055,2702.09,2025-12-28,2026-01-27,open,0.0
INV-02343,CUST-0087,23765.2,2025-10-01,2025-11-15,paid,23765.2
INV-02344,CUST-0027,6232.7,2025-10-31,2025-11-30,paid,6232.7
INV-02345,CUST-0143,3460.88,2025-01-31,2025-03-02,paid,3460.88
INV-02346,CUST-0035,4972.42,2025-10-31,2025-11-30,paid,4972.42
INV-02347,CUST-0050,34640.56,2025-01-22,2025-03-08,paid,34640.56
INV-02348,CUST-0001,7480.26,2024-11-29,2024-12-29,paid,7480.26
INV-02349,CUST-0150,6676.2,2025-05-06,2025-06-05,paid,6676.2
INV-02350,CUST-0092,2949.79,2025-04-09,2025-05-09,paid,2949.79
INV-02351,CUST-0055,702.82,2024-11-08,2024-12-08,paid,702.82
INV-02352,CUST-0014,1423.35,2025-06-13,2025-07-13,paid,1423.35
INV-02353,CUST-0072,36635.18,2025-12-16,2026-02-14,open,0.0
INV-02354,CUST-0111,6964.73,2025-06-11,2025-07-11,paid,6964.73
INV-02355,CUST-0073,27753.3,2025-04-19,2025-06-03,paid,27753.3
INV-02356,CUST-0002,90120.1,2025-09-24,2025-11-23,paid,90120.1
INV-02357,CUST-0005,3223.9,2025-03-06,2025-04-05,paid,3223.9
INV-02358,CUST-0109,2811.94,2024-12-09,2025-01-08,paid,2811.94
INV-02359,CUST-0090,2637.83,2025-07-09,2025-08-08,overdue,0.0
INV-02360,CUST-0112,1329.2,2026-01-14,2026-02-13,open,0.0
INV-02361,CUST-0031,6377.0,2024-12-03,2025-01-02,paid,6377.0
INV-02362,CUST-0059,20726.4,2025-11-25,2026-01-09,partial,5822.82
INV-02363,CUST-0140,23089.82,2026-01-09,2026-02-23,open,0.0
INV-02364,CUST-0008,30192.74,2024-10-28,2024-12-12,paid,30192.74
INV-02365,CUST-0051,818.38,2025-04-30,2025-05-30,paid,818.38
INV-02366,CUST-0013,7026.72,2024-11-25,2024-12-25,paid,7026.72
INV-02367,CUST-0103,1356.54,2025-10-18,2025-11-17,paid,1356.54
INV-02368,CUST-0091,3694.31,2025-06-01,2025-07-01,paid,3694.31
INV-02369,CUST-0031,541.0,2025-04-03,2025-05-03,paid,541.0
INV-02370,CUST-0113,6787.48,2025-09-07,2025-10-07,paid,6787.48
INV-02371,CUST-0091,980.56,2025-03-22,2025-04-21,paid,980.56
INV-02372,CUST-0069,3611.03,2025-06-23,2025-07-23,paid,3611.03
INV-02373,CUST-0030,64693.14,2025-12-21,2026-02-19,open,0.0
INV-02374,CUST-0006,5413.27,2024-12-28,2025-01-27,paid,5413.27
INV-02375,CUST-0018,30021.6,2024-11-21,2025-01-05,paid,30021.6
INV-02376,CUST-0064,7981.14,2025-02-08,2025-03-10,paid,7981.14
INV-02377,CUST-0129,33274.12,2025-12-27,2026-02-10,open,0.0
INV-02378,CUST-0102,26213.82,2024-12-10,2025-01-24,paid,26213.82
INV-02379,CUST-0051,4927.38,2025-05-23,2025-06-22,paid,4927.38
INV-02380,CUST-0106,115545.2,2025-07-04,2025-09-02,paid,115545.2
INV-02381,CUST-0125,24985.63,2025-05-15,2025-06-29,paid,24985.63
INV-02382,CUST-0132,79097.51,2025-02-07,2025-04-08,paid,79097.51
INV-02383,CUST-0115,609.95,2024-11-28,2024-12-28,paid,609.95
INV-02384,CUST-0036,2107.57,2026-01-02,2026-02-01,open,0.0
INV-02385,CUST-0139,1786.46,2024-11-09,2024-12-09,overdue,0.0
INV-02386,CUST-0067,6872.15,2025-11-28,2025-12-28,paid,6872.15
INV-02387,CUST-0022,17928.19,2025-09-17,2025-11-01,paid,17928.19
INV-02388,CUST-0150,7256.24,2025-05-31,2025-06-30,paid,7256.24
INV-02389,CUST-0006,6772.1,2025-01-06,2025-02-05,paid,6772.1
INV-02390,CUST-0019,112807.57,2025-04-11,2025-06-10,paid,112807.57
INV-02391,CUST-0031,7601.02,2025-05-29,2025-06-28,paid,7601.02
INV-02392,CUST-0130,20318.37,2025-07-08,2025-08-22,paid,20318.37
INV-02393,CUST-0067,851.17,2025-04-14,2025-05-14,paid,851.17
INV-02394,CUST-0077,3524.22,2025-03-17,2025-04-16,paid,3524.22
INV-02395,CUST-0131,87434.05,2025-05-05,2025-07-04,paid,87434.05
INV-02396,CUST-0039,92620.54,2025-05-23,2025-07-22,overdue,0.0
INV-02397,CUST-0013,823.51,2025-09-01,2025-10-01,overdue,0.0
INV-02398,CUST-0029,3703.62,2025-07-18,2025-08-17,paid,3703.62
INV-02399,CUST-0125,28596.74,2025-08-23,2025-10-07,partial,19031.28
INV-02400,CUST-0102,15249.75,2025-10-14,2025-11-28,paid,15249.75
INV-02401,CUST-0073,26343.87,2024-11-14,2024-12-29,paid,26343.87
INV-02402,CUST-0116,51239.37,2025-04-29,2025-06-28,paid,51239.37
INV-02403,CUST-0027,1567.55,2025-07-02,2025-08-01,paid,1567.55
INV-02404,CUST-0139,1437.93,2025-04-11,2025-05-11,overdue,0.0
INV-02405,CUST-0103,5725.16,2025-04-18,2025-05-18,paid,5725.16
INV-02406,CUST-0135,5014.57,2025-06-02,2025-07-02,paid,5014.57
INV-02407,CUST-0023,1053.9,2025-08-15,2025-09-14,paid,1053.9
INV-02408,CUST-0042,7048.5,2024-11-21,2024-12-21,paid,7048.5
INV-02409,CUST-0105,3062.97,2026-01-15,2026-02-14,open,0.0
INV-02410,CUST-0131,60060.83,2025-11-28,2026-01-27,open,0.0
INV-02411,CUST-0006,3202.37,2025-10-23,2025-11-22,paid,3202.37
INV-02412,CUST-0110,5377.14,2025-08-06,2025-09-05,paid,5377.14
INV-02413,CUST-0146,3515.49,2025-06-16,2025-07-16,paid,3515.49
INV-02414,CUST-0067,4536.8,2025-03-17,2025-04-16,paid,4536.8
